Trigger timestamp	Date	Time	Filename	GPS Timestamp date	GPS Timestamp time	FIX	Longitude	E/W	Latitude	N/S	Altitude	Satellites locked	Compass variation	Speed over ground [m/s]	Track course	Compass heading 	
1500395761059120	18/07/2017	16:36:01.059	20170718163601059_01-00124.raw	18/07/2017	16:36:01.000	3D	2.8352007715	W	55.8913923427	N	231.164	12	0.000	9.837	341.008	0.000	
1500395762059132	18/07/2017	16:36:02.059	20170718163602059_01-00125.raw	18/07/2017	16:36:01.799	3D	2.8352400395	W	55.8914586436	N	231.104	12	0.000	9.953	341.916	0.000	
1500395763059140	18/07/2017	16:36:03.059	20170718163603059_01-00126.raw	18/07/2017	16:36:03.000	3D	2.8352990957	W	55.8915561107	N	231.242	12	0.000	9.766	341.847	0.000	
1500395764059148	18/07/2017	16:36:04.059	20170718163604059_01-00127.raw	18/07/2017	16:36:03.799	3D	2.8353317990	W	55.8916296510	N	231.300	12	0.000	9.825	341.999	0.000	
1500395765059159	18/07/2017	16:36:05.059	20170718163605059_01-00128.raw	18/07/2017	16:36:05.000	3D	2.8353858049	W	55.8917361029	N	231.317	12	0.000	9.913	341.838	0.000	
1500395766059162	18/07/2017	16:36:06.059	20170718163606059_01-00129.raw	18/07/2017	16:36:05.799	3D	2.8354228690	W	55.8918054501	N	231.317	12	0.000	9.942	342.431	0.000	
1500395767059177	18/07/2017	16:36:07.059	20170718163607059_01-00130.raw	18/07/2017	16:36:07.000	3D	2.8354763584	W	55.8919100022	N	231.464	12	0.000	9.774	342.228	0.000	
1500395768059188	18/07/2017	16:36:08.059	20170718163608059_01-00131.raw	18/07/2017	16:36:07.799	3D	2.8355141260	W	55.8919775332	N	231.384	12	0.000	9.827	341.885	0.000	
1500395769059195	18/07/2017	16:36:09.059	20170718163609059_01-00132.raw	18/07/2017	16:36:09.000	3D	2.8355737940	W	55.8920796328	N	231.269	12	0.000	10.005	341.332	0.000	
1500395770059205	18/07/2017	16:36:10.059	20170718163610059_01-00133.raw	18/07/2017	16:36:09.799	3D	2.8356116203	W	55.8921439500	N	231.250	12	0.000	8.917	341.429	0.000	
1500395771059216	18/07/2017	16:36:11.059	20170718163611059_01-00134.raw	18/07/2017	16:36:11.000	3D	2.8356565434	W	55.8922185313	N	231.351	12	0.000	6.291	340.638	0.000	
1500395772059224	18/07/2017	16:36:12.059	20170718163612059_01-00135.raw	18/07/2017	16:36:11.799	3D	2.8356768886	W	55.8922526736	N	231.506	12	0.000	4.394	341.939	0.000	
1500395773059234	18/07/2017	16:36:13.059	20170718163613059_01-00136.raw	18/07/2017	16:36:13.000	3D	2.8356923418	W	55.8922744120	N	231.630	12	0.000	0.818	326.798	0.000	
1500395774059243	18/07/2017	16:36:14.059	20170718163614059_01-00137.raw	18/07/2017	16:36:13.799	3D	2.8356912101	W	55.8922732534	N	231.826	12	0.000	0.626	149.875	0.000	
